Date,demand
9/21/2021,36
9/22/2021,40
9/23/2021,44
9/24/2021,111
9/27/2021,4
9/28/2021,10
9/29/2021,2
10/1/2021,35
10/4/2021,2
10/5/2021,1
10/8/2021,0
10/12/2021,2
10/13/2021,17
10/14/2021,6
10/15/2021,8
10/18/2021,10
10/19/2021,79
10/20/2021,63
10/22/2021,16
10/27/2021,2
10/28/2021,10
10/29/2021,4
11/3/2021,1
11/4/2021,20
11/5/2021,11
11/9/2021,20
11/10/2021,10
11/11/2021,0
11/12/2021,0
