"date" "demand"
"997" 2017-09-23 47948
"998" 2017-09-24 40131
"999" 2017-09-25 34764
"1000" 2017-09-26 36860
"1001" 2017-09-27 37959
"1002" 2017-09-28 40309
"1003" 2017-09-29 44813
"1004" 2017-09-30 50616
"1005" 2017-10-01 41866
"1006" 2017-10-02 34129
"1007" 2017-10-03 35969
"1008" 2017-10-04 37529
"1009" 2017-10-05 40905
"1010" 2017-10-06 44646
"1011" 2017-10-07 49884
"1012" 2017-10-08 42189
"1013" 2017-10-09 30629
"1014" 2017-10-10 36377
"1015" 2017-10-11 39001
"1016" 2017-10-12 41350
"1017" 2017-10-13 44454
"1018" 2017-10-14 49897
"1019" 2017-10-15 41816
"1020" 2017-10-16 36685
"1021" 2017-10-17 36319
"1022" 2017-10-18 37606
"1023" 2017-10-19 40226
"1024" 2017-10-20 44948
"1025" 2017-10-21 49113
"1026" 2017-10-22 39991
"1027" 2017-10-23 34915
"1028" 2017-10-24 36438
"1029" 2017-10-25 38055
"1030" 2017-10-26 42989
"1031" 2017-10-27 46216
"1032" 2017-10-28 51341
"1033" 2017-10-29 42858
"1034" 2017-10-30 36574
"1035" 2017-10-31 38501
"1036" 2017-11-01 40496
"1037" 2017-11-02 40653
"1038" 2017-11-03 47200
"1039" 2017-11-04 51782
"1040" 2017-11-05 39574
"1041" 2017-11-06 35208
"1042" 2017-11-07 39990
"1043" 2017-11-08 38599
"1044" 2017-11-09 41240
"1045" 2017-11-10 47761
"1046" 2017-11-11 47745
"1047" 2017-11-12 39488
"1048" 2017-11-13 35249
"1049" 2017-11-14 36113
"1050" 2017-11-15 38897
"1051" 2017-11-16 42342
"1052" 2017-11-17 46715
"1053" 2017-11-18 49594
"1054" 2017-11-19 40479
"1055" 2017-11-20 36706
"1056" 2017-11-21 37556
"1057" 2017-11-22 41943
"1058" 2017-11-23 33614
"1059" 2017-11-24 30559
"1060" 2017-11-25 36948
"1061" 2017-11-26 36485
"1062" 2017-11-27 34199
"1063" 2017-11-28 34633
"1064" 2017-11-29 37424
"1065" 2017-11-30 40472
"1066" 2017-12-01 46378
"1067" 2017-12-02 50225
"1068" 2017-12-03 39735
"1069" 2017-12-04 35758
"1070" 2017-12-05 39542
"1071" 2017-12-06 40005
"1072" 2017-12-07 41955
"1073" 2017-12-08 47501
"1074" 2017-12-09 44244
"1075" 2017-12-10 37847
"1076" 2017-12-11 36846
"1077" 2017-12-12 38155
"1078" 2017-12-13 42535
"1079" 2017-12-14 43955
"1080" 2017-12-15 46874
"1081" 2017-12-16 51613
"1082" 2017-12-17 42076
"1083" 2017-12-18 37030
"1084" 2017-12-19 38323
"1085" 2017-12-20 41759
"1086" 2017-12-21 42851
"1087" 2017-12-22 44305
"1088" 2017-12-23 39781
"1089" 2017-12-24 35532
"1090" 2017-12-25 22205
"1091" 2017-12-26 27637
"1092" 2017-12-27 32262
"1093" 2017-12-28 35906
"1094" 2017-12-29 39151
"1095" 2017-12-30 36430
"1096" 2017-12-31 41384
"1097" 2018-01-01 32645
"1098" 2018-01-02 31666
"1099" 2018-01-03 35693
"1100" 2018-01-04 8692
"1101" 2018-01-05 37250
"1102" 2018-01-06 37539
"1103" 2018-01-07 30783
"1104" 2018-01-08 34261
"1105" 2018-01-09 35407
"1106" 2018-01-10 35103
"1107" 2018-01-11 35914
"1108" 2018-01-12 41051
"1109" 2018-01-13 42245
"1110" 2018-01-14 35929
"1111" 2018-01-15 27045
"1112" 2018-01-16 33680
"1113" 2018-01-17 34118
"1114" 2018-01-18 37440
"1115" 2018-01-19 40615
"1116" 2018-01-20 41653
"1117" 2018-01-21 33197
"1118" 2018-01-22 32135
"1119" 2018-01-23 32597
"1120" 2018-01-24 36752
"1121" 2018-01-25 37365
"1122" 2018-01-26 41815
"1123" 2018-01-27 42031
"1124" 2018-01-28 33607
"1125" 2018-01-29 32481
"1126" 2018-01-30 34744
"1127" 2018-01-31 35830
"1128" 2018-02-01 37734
"1129" 2018-02-02 45804
"1130" 2018-02-03 42829
"1131" 2018-02-04 34410
"1132" 2018-02-05 34055
"1133" 2018-02-06 34731
"1134" 2018-02-07 36430
"1135" 2018-02-08 38375
"1136" 2018-02-09 41862
"1137" 2018-02-10 41782
"1138" 2018-02-11 32182
"1139" 2018-02-12 33527
"1140" 2018-02-13 34693
"1141" 2018-02-14 39473
"1142" 2018-02-15 37869
"1143" 2018-02-16 41622
"1144" 2018-02-17 42019
"1145" 2018-02-18 32505
"1146" 2018-02-19 31484
"1147" 2018-02-20 31361
"1148" 2018-02-21 34828
"1149" 2018-02-22 38865
"1150" 2018-02-23 41958
"1151" 2018-02-24 43599
"1152" 2018-02-25 35411
"1153" 2018-02-26 33248
"1154" 2018-02-27 34461
"1155" 2018-02-28 37007
"1156" 2018-03-01 40367
"1157" 2018-03-02 40914
"1158" 2018-03-03 43143
"1159" 2018-03-04 35585
"1160" 2018-03-05 32459
"1161" 2018-03-06 37370
"1162" 2018-03-07 25481
"1163" 2018-03-08 36600
"1164" 2018-03-09 43476
"1165" 2018-03-10 45372
"1166" 2018-03-11 34483
"1167" 2018-03-12 34216
"1168" 2018-03-13 32593
"1169" 2018-03-14 37614
"1170" 2018-03-15 40415
"1171" 2018-03-16 43037
"1172" 2018-03-17 42806
"1173" 2018-03-18 35443
"1174" 2018-03-19 32489
"1175" 2018-03-20 36331
"1176" 2018-03-21 15831
"1177" 2018-03-22 33988
"1178" 2018-03-23 41282
"1179" 2018-03-24 43094
"1180" 2018-03-25 34677
"1181" 2018-03-26 32472
"1182" 2018-03-27 33907
"1183" 2018-03-28 35082
"1184" 2018-03-29 38356
"1185" 2018-03-30 38865
"1186" 2018-03-31 41819
"1187" 2018-04-01 34863
"1188" 2018-04-02 27423
"1189" 2018-04-03 34017
"1190" 2018-04-04 34796
"1191" 2018-04-05 38050
"1192" 2018-04-06 39185
"1193" 2018-04-07 41533
"1194" 2018-04-08 35282
"1195" 2018-04-09 33403
"1196" 2018-04-10 34172
"1197" 2018-04-11 35113
"1198" 2018-04-12 36591
"1199" 2018-04-13 40226
"1200" 2018-04-14 44788
"1201" 2018-04-15 35783
"1202" 2018-04-16 31714
"1203" 2018-04-17 36098
"1204" 2018-04-18 35272
"1205" 2018-04-19 38957
"1206" 2018-04-20 41521
"1207" 2018-04-21 41177
"1208" 2018-04-22 33723
"1209" 2018-04-23 32069
"1210" 2018-04-24 33931
"1211" 2018-04-25 34469
"1212" 2018-04-26 36426
"1213" 2018-04-27 40116
"1214" 2018-04-28 42275
"1215" 2018-04-29 35245
"1216" 2018-04-30 33820
"1217" 2018-05-01 33998
"1218" 2018-05-02 34257
"1219" 2018-05-03 38088
"1220" 2018-05-04 40342
"1221" 2018-05-05 42798
"1222" 2018-05-06 32942
"1223" 2018-05-07 31921
"1224" 2018-05-08 33846
"1225" 2018-05-09 35108
"1226" 2018-05-10 37371
"1227" 2018-05-11 39402
"1228" 2018-05-12 41111
"1229" 2018-05-13 35685
"1230" 2018-05-14 32074
"1231" 2018-05-15 34297
"1232" 2018-05-16 36293
"1233" 2018-05-17 35255
"1234" 2018-05-18 38225
"1235" 2018-05-19 38427
"1236" 2018-05-20 32184
"1237" 2018-05-21 31621
"1238" 2018-05-22 34115
"1239" 2018-05-23 33597
"1240" 2018-05-24 35528
"1241" 2018-05-25 36579
"1242" 2018-05-26 35951
"1243" 2018-05-27 28163
"1244" 2018-05-28 24323
"1245" 2018-05-29 31617
"1246" 2018-05-30 32951
"1247" 2018-05-31 34825
"1248" 2018-06-01 37899
"1249" 2018-06-02 38238
"1250" 2018-06-03 32253
"1251" 2018-06-04 30820
"1252" 2018-06-05 31543
"1253" 2018-06-06 32416
"1254" 2018-06-07 34251
"1255" 2018-06-08 37190
"1256" 2018-06-09 38081
"1257" 2018-06-10 31500
"1258" 2018-06-11 29698
"1259" 2018-06-12 30621
"1260" 2018-06-13 32450
"1261" 2018-06-14 33126
"1262" 2018-06-15 27166
"1263" 2018-06-16 35033
"1264" 2018-06-17 32684
"1265" 2018-06-18 32013
"1266" 2018-06-19 32429
"1267" 2018-06-20 34059
"1268" 2018-06-21 34684
"1269" 2018-06-22 37311
"1270" 2018-06-23 35178
"1271" 2018-06-24 31911
"1272" 2018-06-25 29962
"1273" 2018-06-26 31018
"1274" 2018-06-27 31828
"1275" 2018-06-28 33327
"1276" 2018-06-29 37061
"1277" 2018-06-30 38193
"1278" 2018-07-01 29713
"1279" 2018-07-02 29747
"1280" 2018-07-03 31738
"1281" 2018-07-04 23582
"1282" 2018-07-05 30301
"1283" 2018-07-06 30717
"1284" 2018-07-07 32310
"1285" 2018-07-08 27478
"1286" 2018-07-09 27153
"1287" 2018-07-10 28418
"1288" 2018-07-11 29349
"1289" 2018-07-12 31237
"1290" 2018-07-13 32406
"1291" 2018-07-14 34152
"1292" 2018-07-15 28247
"1293" 2018-07-16 28686
"1294" 2018-07-17 30321
"1295" 2018-07-18 30027
"1296" 2018-07-19 31109
"1297" 2018-07-20 33832
"1298" 2018-07-21 35064
"1299" 2018-07-22 27569
"1300" 2018-07-23 26456
"1301" 2018-07-24 28080
"1302" 2018-07-25 29438
"1303" 2018-07-26 31181
"1304" 2018-07-27 32930
"1305" 2018-07-28 33110
"1306" 2018-07-29 28974
"1307" 2018-07-30 27474
"1308" 2018-07-31 28084
"1309" 2018-08-01 30252
"1310" 2018-08-02 32026
"1311" 2018-08-03 33141
"1312" 2018-08-04 32658
"1313" 2018-08-05 29069
"1314" 2018-08-06 26978
"1315" 2018-08-07 29495
"1316" 2018-08-08 29327
"1317" 2018-08-09 29710
"1318" 2018-08-10 32206
"1319" 2018-08-11 30067
"1320" 2018-08-12 27469
"1321" 2018-08-13 25595
"1322" 2018-08-14 27395
"1323" 2018-08-15 28510
"1324" 2018-08-16 30049
"1325" 2018-08-17 31914
"1326" 2018-08-18 31848
"1327" 2018-08-19 25962
"1328" 2018-08-20 25342
"1329" 2018-08-21 20946
"1330" 2018-08-22 25739
"1331" 2018-08-23 27211
"1332" 2018-08-24 30117
"1333" 2018-08-25 31480
"1334" 2018-08-26 27472
"1335" 2018-08-27 26335
"1336" 2018-08-28 28045
"1337" 2018-08-29 29236
"1338" 2018-08-30 30165
"1339" 2018-08-31 32163
"1340" 2018-09-01 30086
"1341" 2018-09-02 26832
"1342" 2018-09-03 22087
"1343" 2018-09-04 28605
"1344" 2018-09-05 30470
"1345" 2018-09-06 31162
"1346" 2018-09-07 33578
"1347" 2018-09-08 33217
"1348" 2018-09-09 27679
"1349" 2018-09-10 25865
"1350" 2018-09-11 25820
"1351" 2018-09-12 30138
"1352" 2018-09-13 30949
"1353" 2018-09-14 32866
"1354" 2018-09-15 33289
"1355" 2018-09-16 28331
"1356" 2018-09-17 27842
"1357" 2018-09-18 28049
"1358" 2018-09-19 27385
"1359" 2018-09-20 31171
"1360" 2018-09-21 34012
"1361" 2018-09-22 34318
"1362" 2018-09-23 27420
"1363" 2018-09-24 27614
"1364" 2018-09-25 28699
"1365" 2018-09-26 30728
"1366" 2018-09-27 31702
"1367" 2018-09-28 32967
"1368" 2018-09-29 34862
"1369" 2018-09-30 27655
"1370" 2018-10-01 27513
"1371" 2018-10-02 29570
"1372" 2018-10-03 30702
"1373" 2018-10-04 32342
"1374" 2018-10-05 33712
"1375" 2018-10-06 33263
"1376" 2018-10-07 28108
"1377" 2018-10-08 23908
"1378" 2018-10-09 28628
"1379" 2018-10-10 29630
"1380" 2018-10-11 32297
"1381" 2018-10-12 34189
"1382" 2018-10-13 34763
"1383" 2018-10-14 28259
"1384" 2018-10-15 28090
"1385" 2018-10-16 29269
"1386" 2018-10-17 30968
"1387" 2018-10-18 32464
"1388" 2018-10-19 33919
"1389" 2018-10-20 34318
"1390" 2018-10-21 28846
"1391" 2018-10-22 28591
"1392" 2018-10-23 29773
"1393" 2018-10-24 30749
"1394" 2018-10-25 32009
"1395" 2018-10-26 34442
"1396" 2018-10-27 31441
"1397" 2018-10-28 27722
"1398" 2018-10-29 28481
"1399" 2018-10-30 29593
"1400" 2018-10-31 30442
"1401" 2018-11-01 33273
"1402" 2018-11-02 34527
"1403" 2018-11-03 34208
"1404" 2018-11-04 27097
"1405" 2018-11-05 28681
"1406" 2018-11-06 27858
"1407" 2018-11-07 29542
"1408" 2018-11-08 31267
"1409" 2018-11-09 32633
"1410" 2018-11-10 34385
"1411" 2018-11-11 27837
"1412" 2018-11-12 24765
"1413" 2018-11-13 29103
"1414" 2018-11-14 31486
"1415" 2018-11-15 24065
"1416" 2018-11-16 32867
"1417" 2018-11-17 33941
"1418" 2018-11-18 27247
"1419" 2018-11-19 27841
"1420" 2018-11-20 29211
"1421" 2018-11-21 30361
"1422" 2018-11-22 22675
"1423" 2018-11-23 21870
"1424" 2018-11-24 24988
"1425" 2018-11-25 21985
"1426" 2018-11-26 28122
"1427" 2018-11-27 29241
"1428" 2018-11-28 30090
"1429" 2018-11-29 31229
"1430" 2018-11-30 33791
"1431" 2018-12-01 34045
"1432" 2018-12-02 25587
"1433" 2018-12-03 29076
"1434" 2018-12-04 30046
"1435" 2018-12-05 30843
"1436" 2018-12-06 33419
"1437" 2018-12-07 35163
"1438" 2018-12-08 34072
"1439" 2018-12-09 27319
"1440" 2018-12-10 28146
"1441" 2018-12-11 29604
"1442" 2018-12-12 30577
"1443" 2018-12-13 32163
"1444" 2018-12-14 35426
"1445" 2018-12-15 34058
"1446" 2018-12-16 28311
"1447" 2018-12-17 29035
"1448" 2018-12-18 31231
"1449" 2018-12-19 31410
"1450" 2018-12-20 33115
"1451" 2018-12-21 32612
"1452" 2018-12-22 30569
"1453" 2018-12-23 24847
"1454" 2018-12-24 25521
"1455" 2018-12-25 15770
"1456" 2018-12-26 21975
"1457" 2018-12-27 25236
"1458" 2018-12-28 26008
"1459" 2018-12-29 26592
"1460" 2018-12-30 22929
"1461" 2018-12-31 29690
"1462" 2019-01-01 21020
"1463" 2019-01-02 24519
"1464" 2019-01-03 26568
"1465" 2019-01-04 28394
"1466" 2019-01-05 26550
"1467" 2019-01-06 23828
"1468" 2019-01-07 26364
"1469" 2019-01-08 25529
"1470" 2019-01-09 27908
"1471" 2019-01-10 30357
"1472" 2019-01-11 31899
"1473" 2019-01-12 28295
"1474" 2019-01-13 23362
"1475" 2019-01-14 26241
"1476" 2019-01-15 26953
"1477" 2019-01-16 28348
"1478" 2019-01-17 30137
"1479" 2019-01-18 29453
"1480" 2019-01-19 27060
"1481" 2019-01-20 20635
"1482" 2019-01-21 17944
"1483" 2019-01-22 26203
"1484" 2019-01-23 27734
"1485" 2019-01-24 28737
"1486" 2019-01-25 32088
"1487" 2019-01-26 30003
"1488" 2019-01-27 24332
"1489" 2019-01-28 26545
"1490" 2019-01-29 28282
"1491" 2019-01-30 28218
"1492" 2019-01-31 28022
"1493" 2019-02-01 32876
"1494" 2019-02-02 30326
"1495" 2019-02-03 24744
"1496" 2019-02-04 26349
"1497" 2019-02-05 25570
"1498" 2019-02-06 29537
"1499" 2019-02-07 28449
"1500" 2019-02-08 31559
"1501" 2019-02-09 30011
"1502" 2019-02-10 23873
"1503" 2019-02-11 26259
"1504" 2019-02-12 22735
"1505" 2019-02-13 27714
"1506" 2019-02-14 30032
"1507" 2019-02-15 29633
"1508" 2019-02-16 27192
"1509" 2019-02-17 22987
"1510" 2019-02-18 19444
"1511" 2019-02-19 25755
"1512" 2019-02-20 24502
"1513" 2019-02-21 26374
"1514" 2019-02-22 28814
"1515" 2019-02-23 27880
"1516" 2019-02-24 21573
"1517" 2019-02-25 26109
"1518" 2019-02-26 26901
"1519" 2019-02-27 28010
"1520" 2019-02-28 26924
"1521" 2019-03-01 29689
"1522" 2019-03-02 24646
"1523" 2019-03-03 22590
"1524" 2019-03-04 20425
"1525" 2019-03-05 26212
"1526" 2019-03-06 27913
"1527" 2019-03-07 28202
"1528" 2019-03-08 28448
"1529" 2019-03-09 27540
"1530" 2019-03-10 20520
"1531" 2019-03-11 23742
"1532" 2019-03-12 25042
"1533" 2019-03-13 26068
"1534" 2019-03-14 26717
"1535" 2019-03-15 28201
"1536" 2019-03-16 27137
"1537" 2019-03-17 22226
"1538" 2019-03-18 23159
"1539" 2019-03-19 23842
"1540" 2019-03-20 25023
"1541" 2019-03-21 26486
"1542" 2019-03-22 27577
"1543" 2019-03-23 26144
"1544" 2019-03-24 21091
"1545" 2019-03-25 23381
"1546" 2019-03-26 23934
"1547" 2019-03-27 24848
"1548" 2019-03-28 25631
"1549" 2019-03-29 26498
"1550" 2019-03-30 26835
"1551" 2019-03-31 22090
"1552" 2019-04-01 23734
"1553" 2019-04-02 24380
"1554" 2019-04-03 25397
"1555" 2019-04-04 26409
"1556" 2019-04-05 27926
"1557" 2019-04-06 26370
"1558" 2019-04-07 21864
"1559" 2019-04-08 20718
"1560" 2019-04-09 22190
"1561" 2019-04-10 22852
"1562" 2019-04-11 23942
"1563" 2019-04-12 25832
"1564" 2019-04-13 23958
"1565" 2019-04-14 19783
"1566" 2019-04-15 21959
"1567" 2019-04-16 21977
"1568" 2019-04-17 22513
"1569" 2019-04-18 23149
"1570" 2019-04-19 21809
"1571" 2019-04-20 22681
"1572" 2019-04-21 19572
"1573" 2019-04-22 19241
"1574" 2019-04-23 19649
"1575" 2019-04-24 20633
"1576" 2019-04-25 21759
"1577" 2019-04-26 23212
"1578" 2019-04-27 22754
"1579" 2019-04-28 19297
"1580" 2019-04-29 19666
"1581" 2019-04-30 20384
"1582" 2019-05-01 21852
"1583" 2019-05-02 22438
"1584" 2019-05-03 23855
"1585" 2019-05-04 23395
"1586" 2019-05-05 18670
"1587" 2019-05-06 18873
"1588" 2019-05-07 21395
"1589" 2019-05-08 21561
"1590" 2019-05-09 22708
"1591" 2019-05-10 23443
"1592" 2019-05-11 22826
"1593" 2019-05-12 19944
"1594" 2019-05-13 21096
"1595" 2019-05-14 21277
"1596" 2019-05-15 21399
"1597" 2019-05-16 22283
"1598" 2019-05-17 23613
"1599" 2019-05-18 25217
"1600" 2019-05-19 20576
"1601" 2019-05-20 19865
"1602" 2019-05-21 20515
"1603" 2019-05-22 21102
"1604" 2019-05-23 21806
"1605" 2019-05-24 22307
"1606" 2019-05-25 19911
"1607" 2019-05-26 18028
"1608" 2019-05-27 14564
"1609" 2019-05-28 20052
"1610" 2019-05-29 21336
"1611" 2019-05-30 22127
"1612" 2019-05-31 21778
"1613" 2019-06-01 22907
"1614" 2019-06-02 20034
"1615" 2019-06-03 19729
"1616" 2019-06-04 14607
"1617" 2019-06-05 19249
"1618" 2019-06-06 21966
"1619" 2019-06-07 23565
"1620" 2019-06-08 22450
"1621" 2019-06-09 18989
"1622" 2019-06-10 20219
"1623" 2019-06-11 19872
"1624" 2019-06-12 20254
"1625" 2019-06-13 22768
"1626" 2019-06-14 23074
"1627" 2019-06-15 22547
"1628" 2019-06-16 19027
"1629" 2019-06-17 19542
"1630" 2019-06-18 20270
"1631" 2019-06-19 21369
"1632" 2019-06-20 22166
"1633" 2019-06-21 22446
"1634" 2019-06-22 22288
"1635" 2019-06-23 18972
"1636" 2019-06-24 18993
"1637" 2019-06-25 19708
"1638" 2019-06-26 20763
"1639" 2019-06-27 20583
"1640" 2019-06-28 23060
"1641" 2019-06-29 21687
"1642" 2019-06-30 17727
"1643" 2019-07-01 18297
"1644" 2019-07-02 18199
"1645" 2019-07-03 19293
"1646" 2019-07-04 12988
"1647" 2019-07-05 17493
"1648" 2019-07-06 17580
"1649" 2019-07-07 16288
"1650" 2019-07-08 17117
"1651" 2019-07-09 17905
"1652" 2019-07-10 18788
"1653" 2019-07-11 20657
"1654" 2019-07-12 20659
"1655" 2019-07-13 22010
"1656" 2019-07-14 17544
"1657" 2019-07-15 17255
"1658" 2019-07-16 18188
"1659" 2019-07-17 20342
"1660" 2019-07-18 19278
"1661" 2019-07-19 21863
"1662" 2019-07-20 19099
"1663" 2019-07-21 16513
"1664" 2019-07-22 18007
"1665" 2019-07-23 16805
"1666" 2019-07-24 17849
"1667" 2019-07-25 19044
"1668" 2019-07-26 19916
"1669" 2019-07-27 19192
"1670" 2019-07-28 16671
"1671" 2019-07-29 16415
"1672" 2019-07-30 17514
"1673" 2019-07-31 18128
"1674" 2019-08-01 19227
"1675" 2019-08-02 20230
"1676" 2019-08-03 19210
"1677" 2019-08-04 16368
"1678" 2019-08-05 16469
"1679" 2019-08-06 17234
"1680" 2019-08-07 17754
"1681" 2019-08-08 18531
"1682" 2019-08-09 18964
"1683" 2019-08-10 17441
"1684" 2019-08-11 12013
"1685" 2019-08-12 14165
"1686" 2019-08-13 15480
"1687" 2019-08-14 16086
"1688" 2019-08-15 17199
"1689" 2019-08-16 17561
"1690" 2019-08-17 17806
"1691" 2019-08-18 15751
"1692" 2019-08-19 15018
"1693" 2019-08-20 15889
"1694" 2019-08-21 16320
"1695" 2019-08-22 17204
"1696" 2019-08-23 17633
"1697" 2019-08-24 17304
"1698" 2019-08-25 14343
"1699" 2019-08-26 15225
"1700" 2019-08-27 15208
"1701" 2019-08-28 16326
"1702" 2019-08-29 16879
"1703" 2019-08-30 18258
"1704" 2019-08-31 17043
"1705" 2019-09-01 15136
"1706" 2019-09-02 12149
"1707" 2019-09-03 16650
"1708" 2019-09-04 17266
"1709" 2019-09-05 17764
"1710" 2019-09-06 18918
"1711" 2019-09-07 18654
"1712" 2019-09-08 15717
"1713" 2019-09-09 15571
"1714" 2019-09-10 16177
"1715" 2019-09-11 17501
"1716" 2019-09-12 18976
"1717" 2019-09-13 19030
"1718" 2019-09-14 18840
"1719" 2019-09-15 15643
"1720" 2019-09-16 16351
"1721" 2019-09-17 16157
"1722" 2019-09-18 17133
"1723" 2019-09-19 18100
"1724" 2019-09-20 19217
"1725" 2019-09-21 20085
"1726" 2019-09-22 16056
"1727" 2019-09-23 16462
"1728" 2019-09-24 16284
"1729" 2019-09-25 17327
"1730" 2019-09-26 18294
"1731" 2019-09-27 19106
"1732" 2019-09-28 18124
"1733" 2019-09-29 14577
"1734" 2019-09-30 14223
"1735" 2019-10-01 15687
"1736" 2019-10-02 17397
"1737" 2019-10-03 18581
"1738" 2019-10-04 19332
"1739" 2019-10-05 18884
"1740" 2019-10-06 15361
"1741" 2019-10-07 15846
"1742" 2019-10-08 16465
"1743" 2019-10-09 15131
"1744" 2019-10-10 16748
"1745" 2019-10-11 17938
"1746" 2019-10-12 17714
"1747" 2019-10-13 14712
"1748" 2019-10-14 12119
"1749" 2019-10-15 15378
"1750" 2019-10-16 17685
"1751" 2019-10-17 17853
"1752" 2019-10-18 18792
"1753" 2019-10-19 17981
"1754" 2019-10-20 14696
"1755" 2019-10-21 14522
"1756" 2019-10-22 15259
"1757" 2019-10-23 15358
"1758" 2019-10-24 16317
"1759" 2019-10-25 17579
"1760" 2019-10-26 17912
"1761" 2019-10-27 13606
"1762" 2019-10-28 14383
"1763" 2019-10-29 15395
"1764" 2019-10-30 15470
"1765" 2019-10-31 16224
"1766" 2019-11-01 18810
"1767" 2019-11-02 17798
"1768" 2019-11-03 13710
"1769" 2019-11-04 14946
"1770" 2019-11-05 14375
"1771" 2019-11-06 15568
"1772" 2019-11-07 17123
"1773" 2019-11-08 18427
"1774" 2019-11-09 17861
"1775" 2019-11-10 14204
"1776" 2019-11-11 13200
"1777" 2019-11-12 16148
"1778" 2019-11-13 16111
"1779" 2019-11-14 16644
"1780" 2019-11-15 17852
"1781" 2019-11-16 17832
"1782" 2019-11-17 14157
"1783" 2019-11-18 15265
"1784" 2019-11-19 15108
"1785" 2019-11-20 16486
"1786" 2019-11-21 16662
"1787" 2019-11-22 18467
"1788" 2019-11-23 17579
"1789" 2019-11-24 13701
"1790" 2019-11-25 14734
"1791" 2019-11-26 15600
"1792" 2019-11-27 16708
"1793" 2019-11-28 12719
"1794" 2019-11-29 13564
"1795" 2019-11-30 15414
"1796" 2019-12-01 13062
"1797" 2019-12-02 14714
"1798" 2019-12-03 15462
"1799" 2019-12-04 15946
"1800" 2019-12-05 17043
"1801" 2019-12-06 18307
"1802" 2019-12-07 18707
"1803" 2019-12-08 14114
"1804" 2019-12-09 15089
"1805" 2019-12-10 15528
"1806" 2019-12-11 15717
"1807" 2019-12-12 17469
"1808" 2019-12-13 19187
"1809" 2019-12-14 17913
"1810" 2019-12-15 14917
"1811" 2019-12-16 15353
"1812" 2019-12-17 15744
"1813" 2019-12-18 15944
"1814" 2019-12-19 17821
"1815" 2019-12-20 17924
"1816" 2019-12-21 16274
"1817" 2019-12-22 12615
"1818" 2019-12-23 14409
"1819" 2019-12-24 14824
"1820" 2019-12-25 8305
"1821" 2019-12-26 11707
"1822" 2019-12-27 12971
"1823" 2019-12-28 13541
"1824" 2019-12-29 11565
"1825" 2019-12-30 13557
"1826" 2019-12-31 16256
